grid,velocity,T,density,Y_C2H4,Y_O2,Y_CO2,Y_CO,Y_H2O,Y_H2,Y_N2
0.013984375,2.1817490241579254,718.7951537119328,0.45709444281369305,0.04449141784784351,0.1865747881200933,0.012823222281241707,0.014501544648705393,0.016363922180090737,0.004493183803639052,0.7207519211183862
0.0139921875,2.3423899365518217,770.8356097711562,0.4257469276590398,0.04253786646549001,0.18163220557442017,0.015325613164004066,0.016811763639012184,0.018253474687449353,0.004526829170408515,0.7209122472992159
0.014,2.5140489405203548,826.3721316220053,0.39667695705460115,0.04030599924226713,0.17619525129510136,0.018185910813080526,0.019397213951479433,0.020229801377520368,0.004562658865390138,0.721123164455161
0.014007812500000001,2.6960419407325493,885.1748344787902,0.36989975353223964,0.0377733937403146,0.17026309031263392,0.021420321997930827,0.022279904103081175,0.02227587270236669,0.00460111151464834,0.7213863056290244
0.014015625,2.8875391083351643,946.967670037678,0.34536855753397466,0.03491758157521788,0.16384130513152198,0.025037145265004845,0.025485105524973937,0.02437318841771383,0.004642659572684162,0.7217030145128832
0.0140234375,3.087551622541781,1011.4239181278922,0.3229954694630942,0.03171759147758216,0.1569433417850801,0.029034172123656613,0.029040007632027253,0.02650247853583654,0.004687734038033457,0.722074674407784
0.014031249999999999,3.2948615436603528,1078.144601574761,0.3026728570968348,0.028158544874826066,0.1495945930490119,0.033396046025549415,0.03296723305182349,0.028644456866826942,0.004736544511055161,0.722502581620907
0.014039062499999998,3.507839480669722,1146.604743458762,0.28429611348337874,0.024242710820045227,0.14184212817537645,0.0380919212830324,0.03726735033415362,0.030780562133351747,0.004788685838320198,0.7229866414157204
0.014046874999999999,3.7241428947117172,1216.0697603802917,0.2677837925097924,0.02001123476705466,0.13377372014407468,0.04307387278267265,0.04188321943985755,0.032893583404487337,0.0048424041442399314,0.723521965317613
0.0140546875,3.9402092322669655,1285.4574267459723,0.253099526139497,0.015577534442249354,0.12554656211832607,0.04827683984724251,0.04664446921956176,0.0349681191512122,0.004893516799838341,0.7240929584215698
